"species_lump","present_below_south","present_within_buffer","present_above_north","present_observations_site","total_observations","sites_in_buffer","sites_present","total_sites","total_counts","percent_years_present","range_edge_category","range_lat","id"
"Megastraea undosa",TRUE,FALSE,FALSE,0,313,10,0,108,10,0,"Southern Only Presence","38.13-38.83",11
"Melanosiphon/Scytosiphon spp",TRUE,FALSE,TRUE,0,242,10,0,103,208,0,"Avoidant","38.13-38.83",11
"Membranipora spp",TRUE,FALSE,FALSE,0,242,10,0,103,5,0,"Southern Only Presence","38.13-38.83",11
"Metridium senile",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Mexacanthina lugubris",TRUE,FALSE,FALSE,0,313,10,0,108,253,0,"Southern Only Presence","38.13-38.83",11
"Microcladia borealis",TRUE,TRUE,TRUE,19,242,10,10,103,835,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Microcladia coulteri",TRUE,FALSE,TRUE,0,242,10,0,103,18,0,"Avoidant","38.13-38.83",11
"Mopalia spp",TRUE,TRUE,TRUE,27,313,10,10,108,1201,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Mytilisepta/Brachidontes spp",TRUE,FALSE,FALSE,0,242,10,0,103,243,0,"Southern Only Presence","38.13-38.83",11
"Mytilus californianus",TRUE,TRUE,TRUE,19,242,10,9,103,25035,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Mytilus trossulus/galloprovincialis/edulis",TRUE,TRUE,TRUE,2,242,10,2,103,126,9.09090909090909,"Continuous Presence","38.13-38.83",11
"Navanax inermis",TRUE,FALSE,FALSE,0,313,10,0,108,4,0,"Southern Only Presence","38.13-38.83",11
"Nemalion elminthoides",TRUE,FALSE,FALSE,0,242,10,0,103,5,0,"Southern Only Presence","38.13-38.83",11
"Neogastroclonium subarticulatum",TRUE,TRUE,TRUE,4,242,10,4,103,1776,9.09090909090909,"Continuous Presence","38.13-38.83",11
"Neoptilota/Ptilota spp",TRUE,TRUE,TRUE,1,242,10,1,103,293,4.54545454545455,"Continuous Presence","38.13-38.83",11
"Neorhodomela larix",TRUE,TRUE,TRUE,11,242,10,5,103,2604,31.8181818181818,"Continuous Presence","38.13-38.83",11
"Neorhodomela oregona",TRUE,TRUE,TRUE,3,242,10,2,103,392,13.6363636363636,"Continuous Presence","38.13-38.83",11
"Nereocystis luetkeana",TRUE,TRUE,TRUE,2,242,10,2,103,40,9.09090909090909,"Continuous Presence","38.13-38.83",11
"Nienburgia andersoniana",TRUE,FALSE,FALSE,0,242,10,0,103,135,0,"Southern Only Presence","38.13-38.83",11
"Non Coralline crust",TRUE,TRUE,TRUE,20,242,10,10,103,15090,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Norrisia norrisii",TRUE,FALSE,FALSE,0,313,10,0,108,12,0,"Southern Only Presence","38.13-38.83",11
"Nucella canaliculata",TRUE,TRUE,TRUE,21,313,10,8,108,703,41.6666666666667,"Continuous Presence","38.13-38.83",11
"Nucella emarginata/ostrina",TRUE,TRUE,TRUE,29,313,10,10,108,10126,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Nucella lamellosa",FALSE,FALSE,TRUE,0,313,10,0,108,2,0,"Northern Only Presence","38.13-38.83",11
"Nuttallina spp",TRUE,TRUE,TRUE,26,313,10,8,108,15520,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Obelia spp",TRUE,FALSE,FALSE,0,242,10,0,103,2,0,"Southern Only Presence","38.13-38.83",11
"Odonthalia floccosa",TRUE,TRUE,TRUE,20,242,10,10,103,4729,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Odonthalia washingtoniensis",FALSE,FALSE,TRUE,0,242,10,0,103,9,0,"Northern Only Presence","38.13-38.83",11
"Oedignathus inermis",FALSE,TRUE,TRUE,14,313,10,7,108,38,37.5,"Southern Range Edge","38.13-38.83",11
"Olivella biplicata",TRUE,FALSE,FALSE,0,313,10,0,108,5,0,"Southern Only Presence","38.13-38.83",11
"Onchidella borealis",TRUE,TRUE,TRUE,17,313,10,8,108,1477,41.6666666666667,"Continuous Presence","38.13-38.83",11
"Onchidoris bilamellata",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Opalia borealis",TRUE,FALSE,FALSE,0,313,10,0,108,3,0,"Southern Only Presence","38.13-38.83",11
"Opalia funiculata",TRUE,FALSE,FALSE,0,313,10,0,108,105,0,"Southern Only Presence","38.13-38.83",11
"Ophiuroid",TRUE,FALSE,TRUE,0,313,10,0,108,27,0,"Avoidant","38.13-38.83",11
"Ophlitaspongia pennata",TRUE,TRUE,TRUE,6,242,10,3,103,65,13.6363636363636,"Continuous Presence","38.13-38.83",11
"Opuntiella californica",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Oregonia gracilis",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Orienthella trilineata",TRUE,TRUE,TRUE,1,313,10,1,108,4,4.16666666666667,"Continuous Presence","38.13-38.83",11
"Osmundea sinicola",TRUE,FALSE,TRUE,0,242,10,0,103,244,0,"Avoidant","38.13-38.83",11
"Osmundea spectabilis",TRUE,TRUE,TRUE,11,242,10,8,103,465,18.1818181818182,"Continuous Presence","38.13-38.83",11
"Osmundea splendens",TRUE,FALSE,FALSE,0,242,10,0,103,7,0,"Southern Only Presence","38.13-38.83",11
"Pachycheles spp",TRUE,TRUE,TRUE,14,313,10,6,108,116,29.1666666666667,"Continuous Presence","38.13-38.83",11
"Pachygrapsus crassipes",TRUE,TRUE,TRUE,26,313,10,8,108,4995,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Paciocinebrina circumtexta",TRUE,FALSE,FALSE,0,313,10,0,108,445,0,"Southern Only Presence","38.13-38.83",11
"Paciocinebrina interfossa",TRUE,TRUE,TRUE,1,313,10,1,108,74,4.16666666666667,"Continuous Presence","38.13-38.83",11
"Paciocinebrina lurida",TRUE,TRUE,TRUE,2,313,10,2,108,12,8.33333333333333,"Continuous Presence","38.13-38.83",11
"Padina spp",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Pagurus beringanus",TRUE,TRUE,TRUE,3,313,10,3,108,13,12.5,"Continuous Presence","38.13-38.83",11
"Pagurus caurinus",FALSE,FALSE,TRUE,0,313,10,0,108,2,0,"Northern Only Presence","38.13-38.83",11
"Pagurus granosimanus",TRUE,TRUE,TRUE,6,313,10,5,108,620,12.5,"Continuous Presence","38.13-38.83",11
"Pagurus hemphilli",TRUE,FALSE,TRUE,0,313,10,0,108,7,0,"Avoidant","38.13-38.83",11
"Pagurus hirsutiusculus",TRUE,TRUE,TRUE,21,313,10,9,108,5489,37.5,"Continuous Presence","38.13-38.83",11
"Pagurus samuelis",TRUE,TRUE,TRUE,15,313,10,8,108,4232,41.6666666666667,"Continuous Presence","38.13-38.83",11
"Palmaria callophylloides",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Palmaria hecatensis",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Palmaria mollis",TRUE,FALSE,FALSE,0,242,10,0,103,53,0,"Southern Only Presence","38.13-38.83",11
"Palmaria palmata",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Panulirus interruptus",FALSE,FALSE,FALSE,0,391,10,0,108,0,0,"Absent","38.13-38.83",11
"Paraxanthias taylori",TRUE,FALSE,FALSE,0,313,10,0,108,4,0,"Southern Only Presence","38.13-38.83",11
"Patiria miniata",TRUE,TRUE,TRUE,8,391,10,6,108,882,17.3913043478261,"Continuous Presence","38.13-38.83",11
"Peltodoris nobilis",TRUE,TRUE,TRUE,4,313,10,3,108,17,16.6666666666667,"Continuous Presence","38.13-38.83",11
"Pelvetiopsis arborescens/hybrida/limitata",TRUE,TRUE,TRUE,16,242,10,8,103,3166,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Pelvetiopsis californica",TRUE,FALSE,FALSE,0,242,10,0,103,351,0,"Southern Only Presence","38.13-38.83",11
"Petaloconchus montereyensis",FALSE,TRUE,FALSE,1,242,10,1,103,1,4.54545454545455,"Endemic Presence","38.13-38.83",11
"Petrolisthes spp",TRUE,TRUE,TRUE,21,313,10,7,108,229,41.6666666666667,"Continuous Presence","38.13-38.83",11
"Petrospongium rugosum",TRUE,TRUE,TRUE,2,242,10,2,103,420,9.09090909090909,"Continuous Presence","38.13-38.83",11
"Phragmatopoma/Sabellaria spp",TRUE,TRUE,TRUE,13,242,10,7,103,3827,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Phyllospadix scouleri/serrulatus",TRUE,TRUE,TRUE,17,242,10,9,103,5564,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Phyllospadix torreyi",TRUE,TRUE,TRUE,4,242,10,3,103,9543,18.1818181818182,"Continuous Presence","38.13-38.83",11
"Pilayella littoralis",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Pisaster giganteus",TRUE,FALSE,TRUE,0,391,10,0,108,46,0,"Avoidant","38.13-38.83",11
"Pisaster ochraceus",TRUE,TRUE,TRUE,33,391,10,10,108,39106,56.5217391304348,"Continuous Presence","38.13-38.83",11
"Pista spp",TRUE,FALSE,TRUE,0,242,10,0,103,109,0,"Avoidant","38.13-38.83",11
"Placiphorella velata",TRUE,FALSE,TRUE,0,313,10,0,108,6,0,"Avoidant","38.13-38.83",11
"Pleonosporium spp",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Plocamium oregonum",FALSE,FALSE,TRUE,0,242,10,0,103,2,0,"Northern Only Presence","38.13-38.83",11
"Plocamium pacificum",TRUE,TRUE,TRUE,1,242,10,1,103,828,4.54545454545455,"Continuous Presence","38.13-38.83",11
"Plocamium violaceum",TRUE,TRUE,TRUE,6,242,10,5,103,165,13.6363636363636,"Continuous Presence","38.13-38.83",11
"Pododesmus macrochisma",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Pollicipes polymerus",TRUE,TRUE,TRUE,18,242,10,8,103,1847,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Polyneura latissima",TRUE,TRUE,TRUE,4,242,10,4,103,26,18.1818181818182,"Continuous Presence","38.13-38.83",11
"Polysiphonia spp",TRUE,TRUE,TRUE,12,242,10,6,103,942,27.2727272727273,"Continuous Presence","38.13-38.83",11
"Potamilla occelata",TRUE,FALSE,FALSE,0,242,10,0,103,1,0,"Southern Only Presence","38.13-38.83",11
"Primavelans insculpta",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Prionitis filiformis",FALSE,FALSE,TRUE,0,242,10,0,103,2,0,"Northern Only Presence","38.13-38.83",11
"Prionitis lanceolata",TRUE,TRUE,TRUE,18,242,10,9,103,2212,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Prionitis linearis",TRUE,FALSE,TRUE,0,242,10,0,103,8,0,"Avoidant","38.13-38.83",11
"Prionitis sternbergii",TRUE,TRUE,TRUE,10,242,10,6,103,237,27.2727272727273,"Continuous Presence","38.13-38.83",11
"Pseudochama exogyra",TRUE,FALSE,FALSE,0,242,10,0,103,278,0,"Southern Only Presence","38.13-38.83",11
"Pseudolithoderma nigrum",TRUE,TRUE,TRUE,3,242,10,3,103,607,9.09090909090909,"Continuous Presence","38.13-38.83",11
"Pseudomelatoma penicillata",TRUE,FALSE,FALSE,0,313,10,0,108,4,0,"Southern Only Presence","38.13-38.83",11
"Pseudomelatoma torosa",TRUE,FALSE,TRUE,0,313,10,0,108,16,0,"Avoidant","38.13-38.83",11
"Pseudopusula californiana",TRUE,FALSE,FALSE,0,313,10,0,108,1,0,"Southern Only Presence","38.13-38.83",11
"Pterocladiella capillacea",TRUE,FALSE,FALSE,0,242,10,0,103,1208,0,"Southern Only Presence","38.13-38.83",11
"Pterocladiella media",TRUE,FALSE,FALSE,0,242,10,0,103,21,0,"Southern Only Presence","38.13-38.83",11
"Pteropurpura trialata",TRUE,FALSE,FALSE,0,313,10,0,108,2,0,"Southern Only Presence","38.13-38.83",11
"Pterygophora californica",TRUE,FALSE,TRUE,0,242,10,0,103,26,0,"Avoidant","38.13-38.83",11
"Pugettia foliata",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Pugettia gracilis/richii",TRUE,TRUE,TRUE,3,313,10,3,108,97,12.5,"Continuous Presence","38.13-38.83",11
"Pugettia producta",TRUE,TRUE,TRUE,24,313,10,10,108,541,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Pycnogonida",TRUE,TRUE,TRUE,4,313,10,3,108,22,16.6666666666667,"Continuous Presence","38.13-38.83",11
"Pycnopodia helianthoides",TRUE,TRUE,TRUE,2,391,10,2,108,81,8.69565217391304,"Continuous Presence","38.13-38.83",11
"Pyropia spp",TRUE,TRUE,TRUE,18,242,10,10,103,1718,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Rhodymenia californica",TRUE,FALSE,TRUE,0,242,10,0,103,50,0,"Avoidant","38.13-38.83",11
"Rhodymenia pacifica",TRUE,FALSE,TRUE,0,242,10,0,103,44,0,"Avoidant","38.13-38.83",11
"Roperia poulsoni",TRUE,FALSE,FALSE,0,313,10,0,108,106,0,"Southern Only Presence","38.13-38.83",11
"Saccharina latissima",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Sarcodiotheca gaudichaudii",TRUE,TRUE,FALSE,1,242,10,1,103,94,4.54545454545455,"Northern Range Edge","38.13-38.83",11
"Sargassum agardhianum",TRUE,FALSE,FALSE,0,242,10,0,103,12,0,"Southern Only Presence","38.13-38.83",11
"Sargassum horneri",TRUE,FALSE,FALSE,0,242,10,0,103,6,0,"Southern Only Presence","38.13-38.83",11
"Sargassum muticum",TRUE,FALSE,FALSE,0,242,10,0,103,1200,0,"Southern Only Presence","38.13-38.83",11
"Sargassum palmeri",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Savoiea bipinnata",TRUE,TRUE,TRUE,13,242,10,9,103,358,22.7272727272727,"Continuous Presence","38.13-38.83",11
"Schizoporella unicornis",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Semibalanus cariosus",TRUE,TRUE,TRUE,16,242,10,8,103,508,31.8181818181818,"Continuous Presence","38.13-38.83",11
"Serpula vermicularis",TRUE,TRUE,TRUE,1,242,10,1,103,15,4.54545454545455,"Continuous Presence","38.13-38.83",11
"Sertularella/Sertularia spp",TRUE,FALSE,TRUE,0,242,10,0,103,4,0,"Avoidant","38.13-38.83",11
"Silvetia compressa",TRUE,TRUE,TRUE,9,242,10,4,103,6522,22.7272727272727,"Continuous Presence","38.13-38.83",11
"Siphonaria brannani",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Siphonaria thersites",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Sorella delicatula",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Sphacelaria californica",TRUE,FALSE,FALSE,0,242,10,0,103,12,0,"Southern Only Presence","38.13-38.83",11
"Spirobranchus spinosus",TRUE,FALSE,FALSE,0,242,10,0,103,2,0,"Southern Only Presence","38.13-38.83",11
"Spirorbis spp",TRUE,TRUE,TRUE,4,242,10,4,103,124,13.6363636363636,"Continuous Presence","38.13-38.83",11
"Spyridia filamentosa",TRUE,FALSE,FALSE,0,242,10,0,103,72,0,"Southern Only Presence","38.13-38.83",11
"Stenoplax conspicua",TRUE,FALSE,FALSE,0,313,10,0,108,34,0,"Southern Only Presence","38.13-38.83",11
"Stephanocystis dioica",TRUE,TRUE,FALSE,1,242,10,1,103,422,4.54545454545455,"Northern Range Edge","38.13-38.83",11
"Stephanocystis osmundacea",TRUE,TRUE,TRUE,6,242,10,3,103,428,18.1818181818182,"Continuous Presence","38.13-38.83",11
"Strongylocentrotus droebachiensis",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Strongylocentrotus franciscanus",TRUE,TRUE,FALSE,1,313,10,1,108,25,4.16666666666667,"Northern Range Edge","38.13-38.83",11
"Strongylocentrotus purpuratus",TRUE,TRUE,TRUE,27,313,10,9,108,11680,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Styela montereyensis",TRUE,TRUE,TRUE,2,242,10,1,103,6,9.09090909090909,"Continuous Presence","38.13-38.83",11
"Symphyocladia dendroidea/Xiphosiphonia pennata",TRUE,TRUE,TRUE,4,242,10,2,103,343,18.1818181818182,"Continuous Presence","38.13-38.83",11
"Symphyocladiella baileyi",TRUE,FALSE,FALSE,0,242,10,0,103,48,0,"Southern Only Presence","38.13-38.83",11
"Taonia lennebackerae",TRUE,FALSE,FALSE,0,242,10,0,103,20,0,"Southern Only Presence","38.13-38.83",11
"Tectura paleacea",TRUE,TRUE,TRUE,1,313,10,1,108,202,4.16666666666667,"Continuous Presence","38.13-38.83",11
"Tegula aureotincta",TRUE,FALSE,FALSE,0,313,10,0,108,178,0,"Southern Only Presence","38.13-38.83",11
"Tegula brunnea",TRUE,TRUE,TRUE,9,313,10,7,108,1356,20.8333333333333,"Continuous Presence","38.13-38.83",11
"Tegula eiseni",TRUE,FALSE,FALSE,0,313,10,0,108,1955,0,"Southern Only Presence","38.13-38.83",11
"Tegula funebralis/gallina",TRUE,TRUE,TRUE,26,313,10,9,108,83091,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Tegula pulligo",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Tetraclita squamosa",TRUE,TRUE,TRUE,9,242,10,5,103,1055,27.2727272727273,"Continuous Presence","38.13-38.83",11
"Thylacodes squamigerus",TRUE,FALSE,FALSE,0,242,10,0,103,152,0,"Southern Only Presence","38.13-38.83",11
"Tiffaniella snyderae",TRUE,FALSE,TRUE,0,242,10,0,103,206,0,"Avoidant","38.13-38.83",11
"Tonicella spp",TRUE,TRUE,TRUE,28,313,10,9,108,905,45.8333333333333,"Continuous Presence","38.13-38.83",11
"Trichotropis cancellata",FALSE,FALSE,FALSE,0,313,10,0,108,0,0,"Absent","38.13-38.83",11
"Ulothrix spp",TRUE,TRUE,TRUE,1,242,10,1,103,15,4.54545454545455,"Continuous Presence","38.13-38.83",11
"Ulvophyceae",TRUE,TRUE,TRUE,17,242,10,10,103,5252,36.3636363636364,"Continuous Presence","38.13-38.83",11
"Urosalpinx subangulata",TRUE,FALSE,FALSE,0,313,10,0,108,15,0,"Southern Only Presence","38.13-38.83",11
"Urospora spp",TRUE,FALSE,FALSE,0,242,10,0,103,1,0,"Southern Only Presence","38.13-38.83",11
"Urticina coriacea",FALSE,TRUE,TRUE,1,242,10,1,103,7,4.54545454545455,"Southern Range Edge","38.13-38.83",11
"Verrucaria maura",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Xingyurella turgida",TRUE,FALSE,FALSE,0,242,10,0,103,1,0,"Southern Only Presence","38.13-38.83",11
"Zonaria farlowii",TRUE,FALSE,FALSE,0,242,10,0,103,81,0,"Southern Only Presence","38.13-38.83",11
"Zostera spp",FALSE,FALSE,FALSE,0,242,10,0,103,0,0,"Absent","38.13-38.83",11
"Abietinaria/Amphisbetia spp",TRUE,TRUE,FALSE,2,242,8,1,103,9,9.09090909090909,"Northern Range Edge","38.83-39.8",12
"Acanthinucella paucilirata",TRUE,FALSE,FALSE,0,313,8,0,108,4,0,"Southern Only Presence","38.83-39.8",12
"Acanthinucella spp",TRUE,TRUE,TRUE,2,313,8,2,108,2214,8.33333333333333,"Continuous Presence","38.83-39.8",12
"Acmaea mitra",TRUE,TRUE,TRUE,9,313,8,5,108,141,29.1666666666667,"Continuous Presence","38.83-39.8",12
"Acrosiphonia/Cladophora spp",TRUE,TRUE,TRUE,7,242,8,4,103,175,27.2727272727273,"Continuous Presence","38.83-39.8",12
"Acrosorium ciliolatum",TRUE,FALSE,FALSE,0,242,8,0,103,143,0,"Southern Only Presence","38.83-39.8",12
"Aeolidia papillosa",TRUE,FALSE,FALSE,0,313,8,0,108,3,0,"Southern Only Presence","38.83-39.8",12
"Aglaophenia spp",TRUE,TRUE,TRUE,3,242,8,1,103,18,13.6363636363636,"Continuous Presence","38.83-39.8",12
"Ahnfeltia fastigiata",TRUE,FALSE,TRUE,0,242,8,0,103,117,0,"Avoidant","38.83-39.8",12
"Ahnfeltiopsis linearis",TRUE,FALSE,TRUE,0,242,8,0,103,56,0,"Avoidant","38.83-39.8",12
"Alaria marginata",TRUE,TRUE,TRUE,6,242,8,3,103,1018,22.7272727272727,"Continuous Presence","38.83-39.8",12
"Alia spp",TRUE,TRUE,TRUE,10,313,8,6,108,1445,29.1666666666667,"Continuous Presence","38.83-39.8",12
"Amphiroa beauvoisii",TRUE,FALSE,FALSE,0,242,8,0,103,2,0,"Southern Only Presence","38.83-39.8",12
"Amphissa columbiana",TRUE,TRUE,TRUE,1,313,8,1,108,31,4.16666666666667,"Continuous Presence","38.83-39.8",12
"Amphissa versicolor",TRUE,TRUE,TRUE,6,313,8,3,108,299,20.8333333333333,"Continuous Presence","38.83-39.8",12
"Analipus japonicus",TRUE,TRUE,TRUE,10,242,8,7,103,379,27.2727272727273,"Continuous Presence","38.83-39.8",12
"Anisocladella pacifica",TRUE,FALSE,FALSE,0,242,8,0,103,4,0,"Southern Only Presence","38.83-39.8",12
"Anthopleura artemisia",TRUE,TRUE,TRUE,1,242,8,1,103,3,4.54545454545455,"Continuous Presence","38.83-39.8",12
"Anthopleura elegantissima",TRUE,TRUE,TRUE,18,242,8,8,103,5148,40.9090909090909,"Continuous Presence","38.83-39.8",12
"Anthopleura sola",TRUE,FALSE,FALSE,0,242,8,0,103,2460,0,"Southern Only Presence","38.83-39.8",12
"Anthopleura xanthogrammica",TRUE,TRUE,TRUE,13,242,8,6,103,791,36.3636363636364,"Continuous Presence","38.83-39.8",12
"Antithamnionella spp",FALSE,FALSE,FALSE,0,242,8,0,103,0,0,"Absent","38.83-39.8",12
"Aplidium spp",TRUE,TRUE,TRUE,2,242,8,2,103,73,4.54545454545455,"Continuous Presence","38.83-39.8",12
"Aplysia californica",TRUE,FALSE,FALSE,0,313,8,0,108,11,0,"Southern Only Presence","38.83-39.8",12
"Asparagopsis taxiformis",TRUE,FALSE,FALSE,0,242,8,0,103,97,0,"Southern Only Presence","38.83-39.8",12
"Atrimitra idae",FALSE,FALSE,FALSE,0,313,8,0,108,0,0,"Absent","38.83-39.8",12
"Balanus crenatus",TRUE,FALSE,FALSE,0,242,8,0,103,1,0,"Southern Only Presence","38.83-39.8",12
"Balanus glandula",TRUE,TRUE,TRUE,14,242,8,7,103,5046,40.9090909090909,"Continuous Presence","38.83-39.8",12
"Balanus glandula/Semibalanus balanoides",FALSE,FALSE,FALSE,0,242,8,0,103,0,0,"Absent","38.83-39.8",12
"Balanus nubilus",TRUE,TRUE,FALSE,1,242,8,1,103,6,4.54545454545455,"Northern Range Edge","38.83-39.8",12
"Bangia spp",TRUE,FALSE,FALSE,0,242,8,0,103,63,0,"Southern Only Presence","38.83-39.8",12
"Besa leptophylla",TRUE,FALSE,FALSE,0,242,8,0,103,41,0,"Southern Only Presence","38.83-39.8",12
"Bittium eschrichtii",TRUE,TRUE,TRUE,7,313,8,5,108,898,25,"Continuous Presence","38.83-39.8",12
"Boring clam",TRUE,TRUE,FALSE,2,242,8,2,103,12,4.54545454545455,"Northern Range Edge","38.83-39.8",12
"Bossiella spp",TRUE,TRUE,TRUE,18,242,8,8,103,1442,40.9090909090909,"Continuous Presence","38.83-39.8",12
"Bryopsis spp",TRUE,TRUE,TRUE,1,242,8,1,103,12,4.54545454545455,"Continuous Presence","38.83-39.8",12
"Bugula neritina",TRUE,FALSE,FALSE,0,242,8,0,103,18,0,"Southern Only Presence","38.83-39.8",12
"Californiconus californicus",TRUE,FALSE,FALSE,0,313,8,0,108,217,0,"Southern Only Presence","38.83-39.8",12
"Calliarthron spp",TRUE,TRUE,TRUE,16,242,8,7,103,1229,40.9090909090909,"Continuous Presence","38.83-39.8",12
"Calliostoma annulatum",TRUE,FALSE,FALSE,0,313,8,0,108,5,0,"Southern Only Presence","38.83-39.8",12
"Calliostoma canaliculatum",TRUE,FALSE,FALSE,0,313,8,0,108,25,0,"Southern Only Presence","38.83-39.8",12
"Calliostoma ligatum",TRUE,TRUE,TRUE,2,313,8,2,108,90,8.33333333333333,"Continuous Presence","38.83-39.8",12
"Calliostoma supragranosum",TRUE,FALSE,FALSE,0,313,8,0,108,1,0,"Southern Only Presence","38.83-39.8",12
"Callithamnion pikeanum",TRUE,TRUE,TRUE,11,242,8,7,103,330,27.2727272727273,"Continuous Presence","38.83-39.8",12
"Callithamnion rupicola",TRUE,FALSE,FALSE,0,242,8,0,103,2,0,"Southern Only Presence","38.83-39.8",12
"Callophyllis spp",TRUE,TRUE,FALSE,1,242,8,1,103,68,4.54545454545455,"Northern Range Edge","38.83-39.8",12
"Cancer antennaria",TRUE,TRUE,TRUE,6,313,8,4,108,55,12.5,"Continuous Presence","38.83-39.8",12
"Cancer oregonensis",TRUE,FALSE,TRUE,0,313,8,0,108,3,0,"Avoidant","38.83-39.8",12
"Cancer productus",FALSE,TRUE,FALSE,1,313,8,1,108,1,4.16666666666667,"Endemic Presence","38.83-39.8",12
"Carpopeltis bushiae",FALSE,FALSE,FALSE,0,242,8,0,103,0,0,"Absent","38.83-39.8",12
"Caulacanthus okamurae",TRUE,FALSE,FALSE,0,242,8,0,103,1831,0,"Southern Only Presence","38.83-39.8",12
"Ceratostoma foliatum",TRUE,FALSE,FALSE,0,313,8,0,108,5,0,"Southern Only Presence","38.83-39.8",12
"Ceratostoma nuttalli",TRUE,FALSE,FALSE,0,313,8,0,108,46,0,"Southern Only Presence","38.83-39.8",12
"Cerithiopsis spp",TRUE,FALSE,FALSE,0,313,8,0,108,2,0,"Southern Only Presence","38.83-39.8",12
"Chaetomorpha spp",TRUE,TRUE,TRUE,1,242,8,1,103,148,4.54545454545455,"Continuous Presence","38.83-39.8",12
"Chondracanthus canaliculatus",TRUE,TRUE,TRUE,11,242,8,7,103,5926,27.2727272727273,"Continuous Presence","38.83-39.8",12
"Chondracanthus corymbiferus/exaspertata",TRUE,TRUE,FALSE,4,242,8,3,103,74,9.09090909090909,"Northern Range Edge","38.83-39.8",12
"Chondracanthus harveyanus",TRUE,FALSE,FALSE,0,242,8,0,103,5,0,"Southern Only Presence","38.83-39.8",12
"Chondracanthus spinosus",TRUE,FALSE,TRUE,0,242,8,0,103,42,0,"Avoidant","38.83-39.8",12
